Accession,Abundance R1 127C Sample,Abundance R2 127C Sample,Abundance R3 127C Sample,Abundance R1 127N Sample,Abundance R2 127N Sample,Abundance R3 127N Sample,Abundance R1 128N Sample,Abundance R2 128N Sample,Abundance R3 128N Sample,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,normalized_Abundance R1 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R1 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,BL
NP_003192.1,837.0,113.3,929.1,1395.5,219.0,2452.7,1468.5,216.4,2965.3,1498.3,2843.7,250.1,1295.9333333333336,169.33333333333334,1303.325,1399.2583333333334,241.24166666666665,2147.1000000000004,1431.3333333333337,235.63333333333333,2510.0333333333333,1447.4749999999997,2389.6250000000005,251.0333333333333,1190.1,1640.6,179.0,981.8,1288.2,209.4,1080.6,1549.8,126.2,1061.7,1419.9,137.8,939.0,772.2,82.8,bla2311
NP_066301.1,473.2,241.3,0.0,602.5,289.0,0.0,641.7,312.5,0.0,622.2,0.0,303.9,695.4583333333334,337.7,0.0,593.3249999999999,300.45,0.0,614.2166666666666,324.43333333333334,0.0,583.0083333333333,0.0,305.65833333333336,634.6,,351.7,660.0,,342.3,501.7,,307.6,555.4,,321.3,458.8,,237.0,bla2312
NP_065134.1,332.7,0.0,510.6,349.8,0.0,678.6,369.9,0.0,675.5,347.2,674.7,0.0,492.15000000000003,0.0,681.9499999999999,354.9083333333333,0.0,581.9999999999999,362.0416666666667,0.0,549.75,336.78333333333336,548.8,0.0,451.1,704.5,,379.7,592.6,,343.7,513.6,,317.4,647.4,,313.5,527.8,,bla2314
NP_061910.1,714.6,357.8,162.2,1029.0,357.7,226.1,1046.7,374.4,280.0,1020.8,215.6,379.1,1063.25,484.7916666666667,177.82499999999996,1025.8666666666666,370.3916666666667,165.54999999999998,1002.75,385.7083333333333,207.42499999999998,983.5916666666666,152.40833333333333,374.20000000000005,1060.6,211.5,502.9,1283.9,239.3,499.2,860.3,216.6,293.4,896.6,217.2,245.2,717.6,120.3,211.7,bla2315
XP_024307296.1,191.0,992.2,248.6,299.2,1473.4,380.4,321.6,1523.2,395.1,316.6,389.3,1465.3,287.09166666666664,1280.8666666666668,296.87500000000006,309.3583333333334,1313.841666666667,312.78333333333336,309.01666666666665,1347.7416666666668,306.1166666666667,306.1166666666667,306.1166666666667,1291.5666666666668,320.9,370.0,1556.3,335.6,437.5,1735.7,226.2,230.9,907.6,241.0,229.7,902.5,187.4,168.0,579.5,bla2316
NP_003394.1,1364.3,0.0,288.8,2390.9,0.0,477.6,2431.4,0.0,570.5,2573.3,484.0,0.0,2180.7666666666664,0.0,356.4833333333333,2483.233333333333,0.0,395.86666666666673,2422.6333333333337,0.0,469.9583333333333,2589.3666666666663,373.11666666666673,0.0,1985.6,391.7,,2388.4,537.9,,1662.4,365.8,,1866.0,417.1,,1258.0,251.5,,bla2317
NP_001278357.1,22.5,179.8,209.4,35.6,297.8,335.2,37.1,292.9,371.7,48.9,371.3,327.2,39.974999999999994,248.83333333333337,238.1583333333334,48.074999999999996,307.025,267.22499999999997,51.125,302.175,283.2833333333333,59.88333333333333,285.69166666666666,328.4,33.6,269.6,237.5,25.9,347.6,277.4,26.3,240.4,214.5,25.2,220.7,195.0,21.0,144.5,150.9,bla2318
NP_057460.3,0.0,114.3,503.7,0.0,130.3,564.2,0.0,119.2,612.3,0.0,572.3,124.2,0.0,170.91666666666666,675.6166666666667,0.0,151.85000000000002,478.3833333333334,0.0,143.70833333333334,502.6833333333334,0.0,462.1750000000001,141.01666666666668,,710.6,155.5,,751.7,132.9,,502.5,149.0,,627.4,136.6,,485.4,140.2,bla2319
NP_037377.1,0.0,1470.1,725.0,0.0,1905.1,879.2,0.0,1855.9,908.1,0.0,960.5,1933.5,0.0,1883.8666666666666,994.8916666666668,0.0,1701.25,753.0999999999999,0.0,1626.3333333333333,756.225,0.0,790.5666666666666,1650.4833333333336,,939.7,1869.9,,970.0,1717.1,,881.4,1654.6,,826.2,1594.2,,887.5,1667.8,bla2320
NP_006741.1,271.4,204.0,0.0,287.6,183.9,0.0,333.2,193.4,0.0,326.5,0.0,219.5,396.4750000000001,283.2833333333333,0.0,297.43333333333334,203.88333333333335,0.0,317.6666666666667,215.18333333333337,0.0,315.7416666666666,0.0,231.01666666666665,406.5,,197.8,377.8,,184.0,317.4,,182.6,332.7,,220.1,294.2,,161.3,bla2321
NP_006519.1,75.6,41.0,156.6,129.7,81.7,188.6,129.3,78.3,197.4,144.5,215.3,98.7,113.375,72.2,170.91666666666666,139.3,98.875,135.13333333333333,138.1333333333333,101.05833333333332,135.67499999999998,143.70833333333334,151.17499999999998,112.90833333333335,99.1,226.2,72.7,193.2,241.9,132.3,127.5,274.4,132.9,431.7,479.2,475.8,240.0,379.2,267.9,bla2322
XP_006723226.1,487.0,221.8,0.0,990.9,232.9,0.0,1044.5,218.3,0.0,1038.6,0.0,269.8,723.4083333333334,309.01666666666665,0.0,987.5416666666669,253.22500000000002,0.0,998.9416666666666,238.1583333333334,0.0,998.9416666666666,0.0,268.01666666666665,869.2,,333.1,1019.3,,259.4,677.7,,271.2,772.5,,220.2,443.5,,273.9,bla2323
NP_076994.2,107.0,29.4,0.0,137.5,32.8,0.0,143.8,33.4,0.0,143.0,0.0,40.3,156.54166666666666,59.34166666666667,0.0,147.175,53.383333333333326,0.0,150.59166666666667,54.30833333333334,0.0,142.75000000000003,0.0,57.79999999999999,172.0,,40.5,178.9,,27.7,147.8,,36.6,145.4,,25.2,135.7,,28.2,bla2325
NP_055063.1,0.0,414.7,500.4,0.0,745.8,706.8,0.0,777.1,703.3,0.0,751.7,857.7,0.0,568.35,666.0666666666666,0.0,721.8000000000001,602.775,0.0,754.3416666666668,574.5083333333333,0.0,618.0083333333333,794.0666666666667,,691.5,658.7,,786.9,810.6,,569.3,506.7,,589.2,591.5,,456.8,386.5,bla2327
XP_011526467.1,26.4,167.9,111.3,30.9,272.7,122.7,30.8,324.1,124.9,36.3,141.4,291.7,45.18333333333334,237.54166666666666,104.44999999999999,43.40833333333333,286.60833333333335,81.91666666666667,41.916666666666664,336.78333333333336,80.43333333333334,46.349999999999994,90.49166666666667,289.2583333333333,34.0,133.9,241.9,34.5,110.1,378.3,31.7,116.9,211.0,25.0,91.4,248.1,24.1,100.2,167.2,bla2328
NP_009135.4,211.2,627.8,450.3,309.7,947.7,716.8,314.6,937.2,682.6,317.2,724.1,931.3,312.78333333333336,829.8416666666667,589.2583333333333,317.6666666666667,902.6166666666667,609.9583333333333,300.45,881.6500000000001,558.5416666666667,307.025,592.0583333333335,860.1749999999998,347.2,663.4,988.4,315.9,747.7,969.9,262.2,473.0,732.9,251.5,529.3,716.4,199.9,398.2,672.7,bla2329
NP_000973.2,1435.8,995.7,2098.7,2925.7,1877.8,4215.1,2849.2,1936.8,4218.5,3107.8,4688.4,2125.5,2292.2916666666665,1284.8583333333333,2999.4249999999997,3122.275,1683.175,3550.525,2909.808333333333,1713.9583333333333,3473.683333333334,3151.2749999999996,3743.0,1860.5166666666667,2202.9,3457.2,1734.5,2973.6,3813.0,1403.8,1890.9,3014.5,1511.5,2020.7,2938.3,1301.6,1317.0,1950.7,929.0,bla2330
NP_660309.1,51.8,62.0,0.0,53.1,59.6,0.0,53.5,63.6,0.0,63.7,0.0,64.5,81.08333333333333,99.96666666666665,0.0,66.575,81.08333333333333,0.0,65.26666666666667,84.05833333333334,0.0,74.19166666666668,0.0,80.43333333333334,61.8,,71.3,57.5,,70.7,51.1,,59.1,40.6,,55.2,40.5,,70.2,bla2331
NP_065941.2,561.5,777.7,0.0,994.6,1012.9,0.0,1285.4,1062.8,0.0,1222.8,0.0,1055.7,835.6666666666666,1002.75,0.0,991.9583333333331,962.2583333333333,0.0,1245.1416666666664,998.9416666666666,0.0,1182.6333333333334,0.0,971.9916666666668,1019.6,,1040.2,1251.2,,911.8,801.6,,953.4,829.6,,850.6,438.4,,764.8,bla2335
NP_001171795.2,113.7,280.9,47.5,166.3,534.3,57.4,168.9,516.7,59.9,151.3,58.2,570.4,167.16666666666666,394.55833333333334,24.5,178.85,524.8000000000001,22.525000000000002,176.01666666666665,508.09999999999997,24.066666666666663,151.17499999999998,17.583333333333332,548.8,168.2,66.4,416.3,143.1,54.0,467.5,254.6,67.4,473.6,358.0,84.5,565.3,262.2,63.7,345.9,bla2336
NP_001340975.1,0.0,190.3,469.7,0.0,286.8,756.4,0.0,259.0,770.8,0.0,784.7,284.6,0.0,263.2,620.6666666666666,0.0,298.4166666666667,647.9999999999999,0.0,272.85833333333335,635.35,0.0,647.9999999999999,282.09999999999997,,748.6,283.0,,767.6,380.3,,527.1,215.6,,650.7,239.1,,493.2,202.8,bla2337
NP_150241.2,270.9,184.3,1628.8,470.1,240.8,2338.2,535.3,214.4,2509.9,511.8,2377.3,229.7,394.55833333333334,255.94166666666663,2267.5249999999996,462.8500000000001,260.31666666666666,2063.1,506.9166666666667,233.73333333333338,2105.0083333333337,474.1666666666667,1993.1833333333334,236.51666666666668,505.7,2409.7,272.5,597.6,2645.2,205.8,374.4,2040.4,215.4,489.8,2463.7,212.4,308.4,1800.4,233.8,bla2339
NP_001258803.1,166.3,0.0,142.3,381.6,0.0,160.6,227.8,0.0,161.4,201.4,182.3,0.0,248.10000000000002,0.0,147.175,388.2916666666667,0.0,115.43333333333334,226.55000000000004,0.0,113.73333333333333,200.61666666666667,123.15833333333332,0.0,225.6,182.2,,215.4,190.6,,132.6,151.0,,130.5,116.7,,102.1,93.6,,bla2340
XP_005264324.1,0.0,424.0,553.2,0.0,617.0,792.0,0.0,631.7,876.8,0.0,783.4,608.5,0.0,579.9666666666666,731.9583333333334,0.0,609.9583333333333,680.7916666666666,0.0,622.9416666666667,734.875,0.0,645.2083333333333,581.4166666666666,,838.6,643.7,,922.1,733.7,,600.5,541.2,,701.2,594.4,,534.5,459.0,bla2341
NP_055054.1,1169.1,0.0,25.1,2777.4,0.0,26.0,2901.4,0.0,21.5,3009.7,32.6,0.0,1911.358333333333,0.0,10.183333333333332,2913.141666666667,0.0,8.133333333333333,2976.6583333333333,0.0,7.05,3052.6416666666664,9.466666666666667,0.0,2222.6,27.8,,2230.5,24.4,,1835.4,21.5,,2063.0,19.8,,1084.8,26.2,,bla2342
NP_001338285.1,0.0,791.9,23.6,0.0,914.4,24.7,0.0,901.5,27.8,0.0,29.6,940.0,0.0,1017.4500000000002,9.541666666666668,0.0,872.5500000000002,7.916666666666667,0.0,856.5166666666668,9.2,0.0,8.716666666666667,872.5500000000002,,29.8,1180.2,,35.6,1202.9,,25.3,851.2,,29.1,894.4,,19.0,862.6,bla2343
NP_078895.2,273.2,44.8,802.1,512.0,41.0,1369.2,473.5,62.3,1466.5,533.7,1516.8,48.1,399.80833333333334,78.80833333333334,1110.825,503.3666666666666,61.525,1223.4416666666666,453.8333333333333,82.175,1279.4333333333334,497.79999999999995,1305.658333333333,65.97500000000001,431.4,1150.0,55.0,618.0,1704.7,72.4,357.5,943.7,37.9,402.7,1092.9,40.8,270.6,743.9,35.7,bla2345
XP_024302907.1,52.2,0.0,210.1,96.7,0.0,371.9,113.5,0.0,422.1,110.4,372.8,0.0,81.55833333333335,0.0,239.90833333333333,108.1416666666667,0.0,305.65833333333336,120.95833333333333,0.0,325.2,111.625,289.2583333333333,0.0,95.4,464.9,,79.8,389.7,,69.4,294.7,,69.2,346.2,,41.6,195.9,,bla2347
NP_001012750.1,268.4,0.0,104.6,396.1,0.0,150.4,423.1,0.0,165.8,414.0,158.2,0.0,389.6583333333333,0.0,96.14999999999998,397.23333333333335,0.0,106.25833333333334,406.8916666666667,0.0,116.53333333333332,397.23333333333335,106.25833333333334,0.0,413.8,153.1,,425.7,174.0,,314.6,130.0,,340.1,134.2,,281.9,121.5,,bla2348
NP_066949.2,761.3,248.7,175.1,1407.8,256.5,204.4,1443.7,262.9,209.9,1556.5,206.1,259.4,1168.4166666666667,347.19166666666666,196.79999999999995,1410.9833333333336,274.37500000000006,149.5333333333333,1402.1583333333335,276.825,145.34166666666667,1497.0833333333333,141.83333333333331,260.84166666666664,1249.7,218.2,301.6,1300.8,213.0,243.8,1065.8,197.0,258.5,1410.2,197.5,256.5,868.5,202.3,288.1,bla2349
NP_036270.1,0.0,531.0,190.3,0.0,640.4,282.5,0.0,669.5,262.5,0.0,303.4,714.5,0.0,722.5833333333335,214.09166666666667,0.0,626.7333333333332,215.18333333333337,0.0,650.3416666666667,186.2833333333333,0.0,221.8666666666667,675.6166666666667,,243.3,668.0,,211.6,597.9,,194.6,530.8,,174.6,477.5,,168.4,469.4,bla2352
NP_001304653.1,305.3,1221.1,717.6,657.4,1902.2,1399.3,636.3,1882.7,1538.5,652.5,1441.3,1991.1,447.3416666666667,1548.8000000000002,975.4,655.7333333333332,1695.1000000000001,1263.3833333333332,606.9833333333335,1663.5916666666665,1347.7416666666668,616.9416666666667,1232.1583333333333,1718.9499999999998,410.9,1099.6,1710.8,579.9,1442.7,1876.1,325.5,884.3,1305.3,383.1,1024.7,1285.8,235.0,628.8,1061.9,bla2354
NP_001858.1,0.0,590.1,407.3,0.0,1257.8,956.9,0.0,1068.1,901.2,0.0,989.9,1357.4,0.0,781.8166666666666,527.4583333333334,0.0,1166.1416666666667,833.225,0.0,1002.75,750.5166666666665,0.0,821.125,1197.3500000000001,,740.0,922.7,,678.9,782.4,,573.8,801.1,,564.0,701.9,,336.8,444.4,bla2356
XP_024306481.1,314.4,0.0,65.9,553.1,0.0,125.8,543.9,0.0,125.6,525.6,156.5,0.0,462.8500000000001,0.0,44.10833333333333,539.5000000000001,0.0,85.675,516.8000000000001,0.0,81.55833333333335,490.6666666666667,103.85000000000001,0.0,484.7,112.5,,510.8,129.5,,391.3,92.3,,417.9,94.3,,249.2,44.0,,bla2357
NP_001003800.1,203.5,204.5,216.2,284.7,287.1,428.2,314.6,265.5,464.5,300.8,484.2,284.8,303.9916666666666,284.95000000000005,249.26666666666668,295.53333333333336,299.7666666666667,349.3416666666667,300.45,280.75000000000006,360.48333333333335,293.46666666666664,374.84999999999997,284.1666666666667,243.5,334.8,289.4,253.6,424.5,300.1,224.0,273.5,247.5,232.0,311.4,233.3,180.4,159.8,220.9,bla2359
NP_115609.2,186.7,0.0,332.3,355.4,0.0,788.4,371.1,0.0,810.6,407.7,870.7,0.0,281.4583333333333,0.0,416.93333333333334,365.75,0.0,673.2083333333334,363.83333333333326,0.0,667.575,391.09999999999997,715.2916666666665,0.0,291.0,640.1,,356.0,616.2,,233.0,430.8,,229.8,440.7,,132.0,226.9,,bla2360
NP_001265281.1,520.2,585.1,182.1,1022.5,767.0,406.0,1040.2,838.1,422.2,951.4,381.4,773.5,777.0250000000001,776.2166666666666,205.29166666666666,1015.3000000000001,736.9,335.225,997.5666666666666,808.3333333333334,325.91666666666663,918.5916666666668,297.43333333333334,734.875,880.1,322.9,869.2,911.7,374.9,699.9,806.1,273.1,760.2,1000.4,332.7,1029.0,599.3,166.0,901.8,bla2362
NP_001243000.2,345.4,0.0,131.0,457.1,0.0,227.1,500.7,0.0,261.5,464.5,181.2,0.0,506.9166666666667,0.0,132.16666666666666,453.8333333333333,0.0,166.75833333333335,481.3,0.0,185.24166666666667,433.425,122.23333333333335,0.0,503.4,296.3,,465.4,254.1,,396.0,187.6,,450.5,185.9,,332.8,134.6,,bla2364
NP_001018080.1,189.9,557.3,0.0,265.5,794.6,0.0,270.7,774.9,0.0,264.8,0.0,723.4,286.60833333333335,743.4916666666667,0.0,275.75,767.1916666666667,0.0,267.22499999999997,749.3499999999999,0.0,261.425,0.0,681.9499999999999,262.4,,919.0,297.6,,816.1,239.3,,768.8,277.5,,908.2,254.3,,738.1,bla2365
NP_612430.2,127.1,0.0,31.5,217.9,0.0,33.3,227.8,0.0,37.0,211.8,32.9,0.0,192.81666666666663,0.0,13.174999999999999,224.35,0.0,10.466666666666667,226.55000000000004,0.0,11.941666666666668,207.79166666666666,9.733333333333334,0.0,192.7,40.5,,148.0,41.5,,163.5,30.4,,136.0,35.0,,79.3,20.5,,bla2367
NP_112487.1,467.6,1166.5,0.0,594.9,1994.9,0.0,594.2,1791.9,0.0,649.0,0.0,2111.5,683.0166666666668,1490.6499999999999,0.0,585.8083333333334,1790.1666666666663,0.0,558.5416666666667,1552.8916666666667,0.0,612.9,0.0,1842.7666666666667,625.3,,1644.3,524.1,,1230.3,517.9,,1164.2,444.9,,1093.1,490.2,,1244.1,bla2368
NP_001193570.2,0.0,634.4,417.5,0.0,862.2,583.0,0.0,717.5,574.5,0.0,576.7,812.3,0.0,838.3666666666664,544.25,0.0,831.8666666666668,498.45833333333326,0.0,702.8333333333334,472.9333333333334,0.0,466.47499999999997,761.5500000000001,,544.4,883.0,,574.6,745.5,,460.6,734.6,,451.1,581.7,,433.6,777.1,bla2369
NP_002487.1,648.0,155.2,365.5,1059.2,211.3,600.7,1014.9,209.1,530.8,1063.3,576.5,230.8,955.0333333333333,223.15,469.9583333333333,1058.0333333333333,235.025,518.0833333333334,980.2916666666666,229.725,430.3833333333334,1020.5083333333332,465.825,237.54166666666666,973.2,551.7,234.0,1078.9,646.4,319.2,686.4,371.3,159.3,725.3,388.2,185.5,504.6,280.5,145.5,bla2370
NP_945187.1,32.3,0.0,421.1,42.2,0.0,839.9,35.1,0.0,917.2,37.0,955.4,0.0,53.11666666666667,0.0,548.8,55.275,0.0,717.9666666666667,47.69166666666667,0.0,763.1416666666668,47.69166666666667,786.5166666666668,0.0,30.3,617.1,,32.6,755.8,,26.0,484.2,,24.2,580.7,,19.8,310.6,,bla2371
NP_002386.1,475.4,12.8,102.4,842.9,22.4,144.9,867.4,19.9,160.6,888.8,149.6,17.6,698.9583333333331,36.25000000000001,92.11666666666667,844.6583333333334,43.40833333333333,102.70833333333333,837.025,41.016666666666666,113.375,860.1749999999998,97.55833333333334,35.074999999999996,813.0,158.4,24.8,997.5,194.0,23.5,627.2,135.8,18.9,775.9,169.6,26.9,444.2,95.5,15.8,bla2372
NP_001265432.1,316.3,864.5,1050.9,417.4,1398.4,1694.6,424.4,1341.3,1597.6,460.3,1696.9,1385.9,465.1916666666666,1121.3166666666668,1521.7416666666666,420.29166666666674,1256.7333333333333,1539.841666666667,407.65833333333336,1198.925,1387.3833333333332,429.3666666666666,1497.0833333333333,1227.075,463.0,1614.7,1339.8,348.8,1434.8,1095.9,376.1,1190.0,1077.3,349.4,1196.6,942.6,335.0,1062.6,819.2,bla2373
NP_054885.1,0.0,89.0,184.5,0.0,125.2,248.1,0.0,105.6,232.6,0.0,250.8,116.7,0.0,136.85833333333332,208.26666666666668,0.0,147.175,184.53333333333333,0.0,126.94166666666666,163.60833333333332,0.0,175.5666666666667,130.65,,226.1,108.8,,231.1,89.0,,177.9,87.9,,153.8,86.3,,139.3,91.1,bla2374
NP_055829.2,123.1,365.2,162.0,222.0,559.0,277.0,216.3,439.5,303.9,237.9,286.1,527.4,187.67499999999998,494.5833333333333,176.88333333333333,227.31666666666672,557.3583333333335,210.73333333333335,215.18333333333337,444.28333333333336,223.875,233.22500000000002,207.79166666666666,512.4083333333332,174.3,234.4,571.6,230.7,299.3,723.9,142.5,186.5,359.9,153.9,208.6,470.4,101.4,139.5,336.2,bla2378
NP_079426.2,363.3,37.7,417.9,611.6,40.9,685.8,592.1,49.9,705.5,593.1,687.3,56.2,530.25,67.99999999999999,545.525,605.1833333333333,61.149999999999984,587.0083333333333,557.3583333333335,69.20833333333334,577.225,557.3583333333335,561.6083333333335,71.33333333333333,603.4,727.0,45.0,704.5,841.6,44.7,408.5,497.9,32.7,515.6,637.2,36.2,367.5,443.6,35.5,bla2379
NP_055958.2,63.7,877.3,343.4,108.3,1243.4,558.8,122.3,1190.8,599.3,115.8,553.5,1152.7,98.875,1134.1916666666666,431.1583333333333,120.04166666666667,1145.2,474.1666666666667,129.6916666666667,1097.4416666666668,492.15000000000003,120.56666666666666,443.25,1058.0333333333333,90.8,554.2,1345.2,132.0,748.0,1125.4,78.6,411.4,1012.2,84.3,471.1,1111.8,59.8,271.1,884.3,bla2380
NP_009208.2,0.0,174.5,444.7,0.0,201.2,870.5,0.0,226.5,940.6,0.0,927.6,258.0,0.0,243.03333333333333,580.4833333333333,0.0,221.8666666666667,744.4583333333334,0.0,249.82499999999996,785.1666666666666,0.0,768.3083333333333,260.31666666666666,,701.1,243.5,,802.9,203.7,,614.8,216.0,,717.6,209.2,,462.1,194.7,bla2381
NP_060935.2,247.0,229.6,203.6,357.6,276.7,251.5,412.0,256.7,233.0,387.5,287.2,295.9,359.73333333333335,321.175,233.22500000000002,367.29999999999995,289.2583333333333,186.2833333333333,397.23333333333335,270.9583333333333,164.33333333333334,374.84999999999997,208.88333333333333,294.7666666666667,351.3,239.1,265.8,405.8,222.7,227.3,304.3,218.9,256.8,321.5,196.3,244.9,277.0,228.9,283.0,bla2383
NP_060855.2,118.5,131.9,0.0,276.8,150.2,0.0,393.7,159.5,0.0,407.6,0.0,180.4,175.2916666666667,193.96666666666667,0.0,287.71666666666664,173.61666666666667,0.0,381.625,178.85,0.0,390.3999999999999,0.0,194.59166666666667,302.2,,189.7,228.7,,161.9,257.9,,157.7,206.3,,147.5,95.1,,121.0,bla2388
NP_056986.2,677.4,0.0,17.6,645.1,0.0,22.4,719.9,0.0,23.5,673.7,21.5,0.0,1004.275,0.0,7.275000000000001,639.7499999999999,0.0,7.216666666666666,679.9250000000001,0.0,7.533333333333334,636.8166666666667,6.308333333333334,0.0,948.1,20.9,,776.7,21.7,,705.5,13.2,,656.2,21.3,,699.6,17.5,,bla2389
NP_002805.1,0.0,48.5,395.7,0.0,73.2,592.7,0.0,64.4,618.2,0.0,595.5,73.0,0.0,81.55833333333335,510.83333333333326,0.0,94.26666666666667,513.3666666666667,0.0,84.83333333333331,510.0833333333333,0.0,480.4333333333332,88.84999999999998,,569.4,69.0,,633.1,51.8,,485.5,58.9,,545.5,59.5,,404.1,47.1,bla2390
NP_055862.1,164.5,30.7,0.0,233.5,32.1,0.0,247.5,32.7,0.0,210.4,0.0,39.6,244.6583333333333,59.88333333333333,0.0,237.54166666666666,52.10833333333333,0.0,249.26666666666668,53.11666666666667,0.0,206.66666666666666,0.0,56.71666666666666,232.8,,31.8,269.2,,32.1,216.0,,31.2,219.1,,27.4,164.7,,29.2,bla2393
NP_001265552.1,49.8,55.5,0.0,83.1,69.2,0.0,92.5,80.0,0.0,86.4,0.0,73.9,79.34166666666665,91.51666666666667,0.0,92.55000000000001,91.51666666666667,0.0,101.39166666666667,102.70833333333333,0.0,89.78333333333335,0.0,89.78333333333335,78.0,,76.3,86.6,,74.3,64.0,,54.0,70.5,,76.6,58.9,,67.4,bla2395
NP_003633.2,41.8,0.0,684.7,49.1,0.0,933.2,49.3,0.0,979.4,52.7,890.7,0.0,65.97500000000001,0.0,918.5916666666668,62.741666666666674,0.0,808.8416666666666,60.708333333333336,0.0,817.0833333333334,63.25,736.9,0.0,71.6,993.7,,32.7,915.0,,55.6,794.6,,39.8,757.5,,34.4,569.6,,bla2396
NP_690866.1,0.0,568.7,131.9,0.0,682.9,194.6,0.0,672.7,218.7,0.0,211.3,771.1,0.0,753.0999999999999,133.1,0.0,666.0666666666666,141.01666666666668,0.0,655.7333333333332,151.17499999999998,0.0,146.6916666666667,732.6333333333332,,196.6,826.2,,237.3,626.0,,148.5,733.4,,172.8,564.1,,104.1,531.5,bla2397
NP_075567.2,377.8,318.1,483.1,561.2,545.9,861.4,576.2,504.3,840.5,607.1,834.1,497.9,553.95,439.25,641.2166666666667,552.1999999999999,542.8749999999999,730.9666666666667,544.25,500.4833333333333,700.5499999999998,572.875,683.0166666666668,482.71666666666664,523.9,735.1,499.5,540.2,924.1,616.4,481.9,591.8,394.6,507.7,660.4,435.9,366.6,485.6,343.1,bla2398
NP_056518.2,585.5,0.0,624.0,1089.6,0.0,1046.6,1195.3,0.0,1185.7,1101.8,1124.4,0.0,861.2750000000001,0.0,825.5666666666667,1090.2833333333335,0.0,909.2333333333335,1156.45,0.0,1000.9166666666666,1056.6166666666666,955.0333333333333,0.0,950.1,1011.7,,1168.0,1083.9,,743.1,784.2,,817.9,836.5,,469.2,499.3,,bla2399
NP_597677.2,0.0,184.9,237.7,0.0,205.4,344.4,0.0,214.4,519.8,0.0,460.0,186.0,0.0,258.525,276.20833333333337,0.0,228.6583333333333,280.0833333333333,0.0,233.73333333333338,413.375,0.0,357.14166666666665,200.61666666666667,,407.6,290.4,,414.6,226.8,,264.3,177.8,,263.0,196.6,,174.4,179.2,bla2401
NP_001265485.1,155.9,840.7,957.2,264.6,1441.7,1466.1,283.4,1608.0,1650.2,286.1,1510.7,1396.1,236.51666666666668,1088.2416666666666,1354.9333333333334,274.37500000000006,1286.6416666666667,1322.5833333333333,276.825,1412.7666666666667,1431.3333333333337,282.09999999999997,1298.5166666666667,1232.1583333333333,226.0,1424.0,1353.1,279.1,1457.6,989.5,194.2,1293.9,1424.9,224.5,1393.8,1250.4,140.8,927.0,850.1,bla2402
NP_573403.1,217.1,18.7,0.0,397.3,15.9,0.0,404.7,14.6,0.0,371.1,0.0,26.1,320.55,44.675000000000004,0.0,398.9666666666667,35.725,0.0,392.1833333333332,34.10833333333333,0.0,362.0416666666667,0.0,45.18333333333334,351.7,,22.4,389.2,,21.4,297.3,,32.7,309.3,,26.3,190.9,,22.1,bla2403
NP_001244066.1,234.3,0.0,25.0,258.9,0.0,17.5,259.8,0.0,23.2,266.0,25.1,0.0,343.43333333333334,0.0,10.008333333333333,268.62499999999994,0.0,5.941666666666666,255.94166666666663,0.0,7.391666666666668,263.2,7.216666666666666,0.0,331.9,29.8,,333.4,26.9,,321.1,24.8,,292.9,24.1,,286.2,26.2,,bla2405
NP_055851.1,0.0,232.8,345.6,0.0,347.2,487.0,0.0,386.0,529.2,0.0,549.2,376.2,0.0,325.2,437.38333333333327,0.0,357.99166666666673,401.85833333333335,0.0,398.9666666666667,428.55833333333334,0.0,437.38333333333327,371.65000000000003,,529.5,384.8,,713.6,449.4,,477.0,293.3,,649.7,435.4,,585.2,418.4,bla2408
NP_001127910.1,73.7,90.7,0.0,157.5,111.0,0.0,174.7,104.7,0.0,170.8,0.0,119.3,111.625,141.83333333333331,0.0,167.71666666666667,131.16666666666666,0.0,180.0,126.48333333333335,0.0,170.15833333333333,0.0,134.85,140.3,,118.8,177.3,,122.0,100.3,,109.7,124.9,,92.6,72.0,,87.1,bla2409
XP_006720310.1,0.0,1283.7,390.7,0.0,2245.6,585.1,0.0,2269.1,559.6,0.0,550.1,2161.7,0.0,1634.9583333333333,499.3583333333334,0.0,1989.8500000000001,502.6833333333334,0.0,2027.0333333333335,457.3333333333333,0.0,438.57500000000005,1877.825,,571.2,1845.1,,627.8,2889.7,,419.3,1280.6,,435.2,1355.5,,367.5,841.0,bla2410
